artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Aqua,Barbie Girl,0.796,0.97,1,-5.193,0,0.0371,0.00739,0.195,0.666,0.961,130.002,audio_features,7kz6GbFr2MCI7PgXJOdq8c,spotify:track:7kz6GbFr2MCI7PgXJOdq8c,https://api.spotify.com/v1/tracks/7kz6GbFr2MCI7PgXJOdq8c,https://api.spotify.com/v1/audio-analysis/7kz6GbFr2MCI7PgXJOdq8c,194040,4,1
The Beach Boys,Wouldn't It Be Nice - 2012 - Remaster,0.385,0.657,5,-6.975,1,0.0342,0.724,0,0.105,0.672,124.895,audio_features,6VojZJpMyuKClbwyilWlQj,spotify:track:6VojZJpMyuKClbwyilWlQj,https://api.spotify.com/v1/tracks/6VojZJpMyuKClbwyilWlQj,https://api.spotify.com/v1/audio-analysis/6VojZJpMyuKClbwyilWlQj,153867,4,1
Bing Crosby,White Christmas,0.225,0.248,9,-15.871,1,0.0337,0.912,0.000143,0.404,0.19,96.013,audio_features,01h424WG38dgY34vkI3Yd0,spotify:track:01h424WG38dgY34vkI3Yd0,https://api.spotify.com/v1/tracks/01h424WG38dgY34vkI3Yd0,https://api.spotify.com/v1/audio-analysis/01h424WG38dgY34vkI3Yd0,183613,4,1
Miriam Bryant,How Did I Find You,0.66,0.741,0,-7.584,1,0.0467,0.244,0,0.229,0.435,101.973,audio_features,4cJ30q7CGBcPIZFt7qTt7L,spotify:track:4cJ30q7CGBcPIZFt7qTt7L,https://api.spotify.com/v1/tracks/4cJ30q7CGBcPIZFt7qTt7L,https://api.spotify.com/v1/audio-analysis/4cJ30q7CGBcPIZFt7qTt7L,168823,4,1
John Hiatt,Ethylene,0.627,0.849,7,-7.397,1,0.0498,0.0578,0.00046,0.131,0.521,123.09,audio_features,5emgLPFQWiBlFpRybWQXPm,spotify:track:5emgLPFQWiBlFpRybWQXPm,https://api.spotify.com/v1/tracks/5emgLPFQWiBlFpRybWQXPm,https://api.spotify.com/v1/audio-analysis/5emgLPFQWiBlFpRybWQXPm,243733,4,0
Franco Pellegrini,No Holiday,0.693,0.693,11,-7.506,0,0.0346,0.00425,4.49e-06,0.248,0.161,120.027,audio_features,2bk1bzMrvtzxqQoiGaFf6B,spotify:track:2bk1bzMrvtzxqQoiGaFf6B,https://api.spotify.com/v1/tracks/2bk1bzMrvtzxqQoiGaFf6B,https://api.spotify.com/v1/audio-analysis/2bk1bzMrvtzxqQoiGaFf6B,189500,4,1
Justin Bieber,What Do You Mean?,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,3pzjHKrQSvXGHQ98dx18HI,spotify:track:3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/tracks/3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/audio-analysis/3pzjHKrQSvXGHQ98dx18HI,205680,4,1
Patrick Doyle,Neville's Waltz,0.246,0.073,2,-21.086,1,0.0368,0.957,0.924,0.1,0.126,95.624,audio_features,08IA5pdUxV881M3pFBKepS,spotify:track:08IA5pdUxV881M3pFBKepS,https://api.spotify.com/v1/tracks/08IA5pdUxV881M3pFBKepS,https://api.spotify.com/v1/audio-analysis/08IA5pdUxV881M3pFBKepS,129053,3,1
Hawksley Workman,Autumn's Here,0.506,0.534,7,-6.453,1,0.0278,0.0466,0,0.347,0.215,76.959,audio_features,4ie9OampAZGxVs1bi8CwxF,spotify:track:4ie9OampAZGxVs1bi8CwxF,https://api.spotify.com/v1/tracks/4ie9OampAZGxVs1bi8CwxF,https://api.spotify.com/v1/audio-analysis/4ie9OampAZGxVs1bi8CwxF,299733,4,0
Dion,Runaround Sue,0.364,0.607,2,-9.791,1,0.125,0.451,0,0.251,0.598,79.987,audio_features,1DndHckdH9m5rp6gYP086b,spotify:track:1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/tracks/1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/audio-analysis/1DndHckdH9m5rp6gYP086b,171600,4,1
Elvis Presley,Are You Lonesome Tonight?,0.355,0.0922,7,-17.747,1,0.0515,0.918,0.000702,0.106,0.191,65.952,audio_features,6vXZs9rEQF7Nd6O8Ue7NrT,spotify:track:6vXZs9rEQF7Nd6O8Ue7NrT,https://api.spotify.com/v1/tracks/6vXZs9rEQF7Nd6O8Ue7NrT,https://api.spotify.com/v1/audio-analysis/6vXZs9rEQF7Nd6O8Ue7NrT,187027,3,0
Caamp,Common Man,0.388,0.59,6,-7.173,1,0.0565,0.751,0,0.25,0.747,155.208,audio_features,0KlO835SZ6WZKHKsaCtqSh,spotify:track:0KlO835SZ6WZKHKsaCtqSh,https://api.spotify.com/v1/tracks/0KlO835SZ6WZKHKsaCtqSh,https://api.spotify.com/v1/audio-analysis/0KlO835SZ6WZKHKsaCtqSh,133477,4,1
Yacht Punk,Indian Summer,0.414,0.851,6,-5.726,1,0.0376,0.00149,0.0911,0.165,0.44,164.031,audio_features,2L92GcAAfbIYkMzGl0gbbk,spotify:track:2L92GcAAfbIYkMzGl0gbbk,https://api.spotify.com/v1/tracks/2L92GcAAfbIYkMzGl0gbbk,https://api.spotify.com/v1/audio-analysis/2L92GcAAfbIYkMzGl0gbbk,250067,4,1
Santigold,Disparate Youth,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,audio_features,0t2QiRkpag0fAgs9zuCPlH,spotify:track:0t2QiRkpag0fAgs9zuCPlH,https://api.spotify.com/v1/tracks/0t2QiRkpag0fAgs9zuCPlH,https://api.spotify.com/v1/audio-analysis/0t2QiRkpag0fAgs9zuCPlH,284400,4,1
Earl Sweatshirt,Chum,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,audio_features,6plT7nFGiXKSBP9HFSI4ef,spotify:track:6plT7nFGiXKSBP9HFSI4ef,https://api.spotify.com/v1/tracks/6plT7nFGiXKSBP9HFSI4ef,https://api.spotify.com/v1/audio-analysis/6plT7nFGiXKSBP9HFSI4ef,243773,4,0
Rick Astley,Never Gonna Give You Up,0.727,0.939,8,-11.855,1,0.0369,0.135,4.35e-05,0.151,0.916,113.33,audio_features,7GhIk7Il098yCjg4BQjzvb,spotify:track:7GhIk7Il098yCjg4BQjzvb,https://api.spotify.com/v1/tracks/7GhIk7Il098yCjg4BQjzvb,https://api.spotify.com/v1/audio-analysis/7GhIk7Il098yCjg4BQjzvb,212827,4,1
SJUR,Rich & Famous (with Isac Elliot),0.704,0.881,9,-5.502,1,0.0381,0.026,7.84e-06,0.113,0.822,118.025,audio_features,5zjesnnX1y2PkYKNZl5Jl0,spotify:track:5zjesnnX1y2PkYKNZl5Jl0,https://api.spotify.com/v1/tracks/5zjesnnX1y2PkYKNZl5Jl0,https://api.spotify.com/v1/audio-analysis/5zjesnnX1y2PkYKNZl5Jl0,163220,4,1
The Weather Girls,It's Raining Men,0.705,0.898,5,-6.371,0,0.0702,0.207,0.00118,0.702,0.657,136.282,audio_features,5TgD3Wh5ZUZnUU4tmVvJbx,spotify:track:5TgD3Wh5ZUZnUU4tmVvJbx,https://api.spotify.com/v1/tracks/5TgD3Wh5ZUZnUU4tmVvJbx,https://api.spotify.com/v1/audio-analysis/5TgD3Wh5ZUZnUU4tmVvJbx,212000,4,1
Taio Cruz,Dynamite,0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,audio_features,1DqdF42leyFIzqNDv9CjId,spotify:track:1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,203867,4,1
50 Cent,In Da Club,0.865,0.73,6,-2.813,0,0.373,0.283,0,0.0753,0.808,90.096,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4,1
John Paul Young,Love Is in the Air,0.557,0.791,0,-7.201,1,0.0389,0.0254,0.000264,0.0605,0.895,122.34,audio_features,5v5ZRfxlraJIihJZ32qHCi,spotify:track:5v5ZRfxlraJIihJZ32qHCi,https://api.spotify.com/v1/tracks/5v5ZRfxlraJIihJZ32qHCi,https://api.spotify.com/v1/audio-analysis/5v5ZRfxlraJIihJZ32qHCi,210293,4,1
Daughter,Youth,0.588,0.477,9,-12.71,0,0.0492,0.61,0.00188,0.122,0.488,150.396,audio_features,1JDMO4EVPHtm0xXhJb2IjR,spotify:track:1JDMO4EVPHtm0xXhJb2IjR,https://api.spotify.com/v1/tracks/1JDMO4EVPHtm0xXhJb2IjR,https://api.spotify.com/v1/audio-analysis/1JDMO4EVPHtm0xXhJb2IjR,251627,4,0
Vince gill,When I Call Your Name,0.328,0.124,5,-17.134,1,0.0307,0.374,0.000515,0.15,0.195,66.791,audio_features,5g12xHasIIOu6rNGQ933qT,spotify:track:5g12xHasIIOu6rNGQ933qT,https://api.spotify.com/v1/tracks/5g12xHasIIOu6rNGQ933qT,https://api.spotify.com/v1/audio-analysis/5g12xHasIIOu6rNGQ933qT,255133,3,0
Agoria,Embrace,0.666,0.594,7,-8.067,0,0.0578,0.562,0.484,0.0983,0.939,95.025,audio_features,3PdeXolnH5r6rN0ycXlHvf,spotify:track:3PdeXolnH5r6rN0ycXlHvf,https://api.spotify.com/v1/tracks/3PdeXolnH5r6rN0ycXlHvf,https://api.spotify.com/v1/audio-analysis/3PdeXolnH5r6rN0ycXlHvf,243287,4,0
Meghan Trainor,NO EXCUSES,0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016,audio_features,7fCNUWi6uflDTQ08srxMZk,spotify:track:7fCNUWi6uflDTQ08srxMZk,https://api.spotify.com/v1/tracks/7fCNUWi6uflDTQ08srxMZk,https://api.spotify.com/v1/audio-analysis/7fCNUWi6uflDTQ08srxMZk,152862,4,1
Cat Stevens,Wild World,0.483,0.503,0,-9.396,1,0.0341,0.354,0.000284,0.116,0.598,151.862,audio_features,6Xz7FeyE8HTP90HecgHV57,spotify:track:6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/tracks/6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/audio-analysis/6Xz7FeyE8HTP90HecgHV57,200160,4,0
JP Cooper,She's On My Mind,0.655,0.822,9,-5.996,0,0.0766,0.0237,0,0.365,0.775,92.015,audio_features,1t0UbGPCjGpLeH7KiLBuBv,spotify:track:1t0UbGPCjGpLeH7KiLBuBv,https://api.spotify.com/v1/tracks/1t0UbGPCjGpLeH7KiLBuBv,https://api.spotify.com/v1/audio-analysis/1t0UbGPCjGpLeH7KiLBuBv,177948,4,1
DJ Gollum,Passenger - Original Radio Edit,0.321,0.907,0,-7.656,1,0.0582,0.00131,0.00223,0.347,0.363,142.463,audio_features,27DfMNlZNQJpj2gDpIC5fU,spotify:track:27DfMNlZNQJpj2gDpIC5fU,https://api.spotify.com/v1/tracks/27DfMNlZNQJpj2gDpIC5fU,https://api.spotify.com/v1/audio-analysis/27DfMNlZNQJpj2gDpIC5fU,187949,4,1
Kara Karayev,7 Krasavits (7 Beauties) Ballet Suite: I. Waltz,0.373,0.309,5,-15.532,0,0.033,0.912,0.772,0.133,0.331,95.52,audio_features,3xLtpykQUA3PeBn2jfY6GM,spotify:track:3xLtpykQUA3PeBn2jfY6GM,https://api.spotify.com/v1/tracks/3xLtpykQUA3PeBn2jfY6GM,https://api.spotify.com/v1/audio-analysis/3xLtpykQUA3PeBn2jfY6GM,249653,3,1
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.258,0.659,5,-5.903,0,0.0596,0.253,0,0.111,0.272,189.558,audio_features,1ip2IGDWMrUmlaepEbWlL8,spotify:track:1ip2IGDWMrUmlaepEbWlL8,https://api.spotify.com/v1/tracks/1ip2IGDWMrUmlaepEbWlL8,https://api.spotify.com/v1/audio-analysis/1ip2IGDWMrUmlaepEbWlL8,250267,4,1
Weezer,Butterfly,0.62,0.192,6,-16.13,1,0.0311,0.751,0,0.122,0.465,63.435,audio_features,3PYNwzHABIkJxA6hPcf9bT,spotify:track:3PYNwzHABIkJxA6hPcf9bT,https://api.spotify.com/v1/tracks/3PYNwzHABIkJxA6hPcf9bT,https://api.spotify.com/v1/audio-analysis/3PYNwzHABIkJxA6hPcf9bT,173467,4,0
50 Cent,I'm The Man,0.786,0.44,8,-7.673,0,0.157,0.306,0,0.121,0.315,98.014,audio_features,3LmuxO8mh3wwIfRUqHJFFy,spotify:track:3LmuxO8mh3wwIfRUqHJFFy,https://api.spotify.com/v1/tracks/3LmuxO8mh3wwIfRUqHJFFy,https://api.spotify.com/v1/audio-analysis/3LmuxO8mh3wwIfRUqHJFFy,235703,4,1
DROELOE,Many Words,0.661,0.764,11,-6.857,1,0.0412,0.133,0.223,0.121,0.39,149.971,audio_features,5GfGxUVJHLV9NXNNMGIuCg,spotify:track:5GfGxUVJHLV9NXNNMGIuCg,https://api.spotify.com/v1/tracks/5GfGxUVJHLV9NXNNMGIuCg,https://api.spotify.com/v1/audio-analysis/5GfGxUVJHLV9NXNNMGIuCg,220000,4,1
John Williams,"Hedwig's Theme (From ""Harry Potter and the Chamber of Secrets"")",0.16,0.163,5,-18.677,1,0.0369,0.969,0.804,0.11,0.074,67.756,audio_features,53PmuXLiE2gzcW4TprnqSz,spotify:track:53PmuXLiE2gzcW4TprnqSz,https://api.spotify.com/v1/tracks/53PmuXLiE2gzcW4TprnqSz,https://api.spotify.com/v1/audio-analysis/53PmuXLiE2gzcW4TprnqSz,304573,4,1
Zerb,With You,0.8,0.606,8,-6.746,0,0.0498,0.106,3.79e-06,0.112,0.404,105.018,audio_features,1kuxCYa18CRbrA4vuF2iM3,spotify:track:1kuxCYa18CRbrA4vuF2iM3,https://api.spotify.com/v1/tracks/1kuxCYa18CRbrA4vuF2iM3,https://api.spotify.com/v1/audio-analysis/1kuxCYa18CRbrA4vuF2iM3,185143,4,1
Sheppard,Geronimo,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,audio_features,0qt5f5EL92o8Snzopsv0en,spotify:track:0qt5f5EL92o8Snzopsv0en,https://api.spotify.com/v1/tracks/0qt5f5EL92o8Snzopsv0en,https://api.spotify.com/v1/audio-analysis/0qt5f5EL92o8Snzopsv0en,218228,4,1
50 Cent,All Of Me,0.572,0.716,1,-2.3,1,0.058,0.0123,9.34e-05,0.037,0.55,85.081,audio_features,69KtpSNJEsz3k5InussKSI,spotify:track:69KtpSNJEsz3k5InussKSI,https://api.spotify.com/v1/tracks/69KtpSNJEsz3k5InussKSI,https://api.spotify.com/v1/audio-analysis/69KtpSNJEsz3k5InussKSI,231547,4,1
Nick Kroll,"Shake It Off - From ""Sing"" Original Motion Picture Soundtrack",0.741,0.913,11,-5.453,1,0.278,0.116,1.06e-06,0.0783,0.854,160.07,audio_features,2Q0WZoJaRJlelcxqOvowUc,spotify:track:2Q0WZoJaRJlelcxqOvowUc,https://api.spotify.com/v1/tracks/2Q0WZoJaRJlelcxqOvowUc,https://api.spotify.com/v1/audio-analysis/2Q0WZoJaRJlelcxqOvowUc,120560,4,1
Nat King Cole,Smile,0.226,0.136,5,-19.203,0,0.0327,0.862,8.07e-06,0.302,0.263,79.37,audio_features,1oDCK7PW72XEZ1pE5rh87A,spotify:track:1oDCK7PW72XEZ1pE5rh87A,https://api.spotify.com/v1/tracks/1oDCK7PW72XEZ1pE5rh87A,https://api.spotify.com/v1/audio-analysis/1oDCK7PW72XEZ1pE5rh87A,173267,5,0
Blümchen,Heut' ist mein Tag,0.496,0.997,1,-5.993,0,0.0784,0.00321,0.0353,0.339,0.388,163.029,audio_features,4wGIOAlCllMokaM4kCMeuY,spotify:track:4wGIOAlCllMokaM4kCMeuY,https://api.spotify.com/v1/tracks/4wGIOAlCllMokaM4kCMeuY,https://api.spotify.com/v1/audio-analysis/4wGIOAlCllMokaM4kCMeuY,214333,4,1
Anitta,Veneno,0.792,0.768,4,-5.074,0,0.107,0.046,3.39e-06,0.067,0.295,89.917,audio_features,1KFN3kB4hc6r7ILpifFsqf,spotify:track:1KFN3kB4hc6r7ILpifFsqf,https://api.spotify.com/v1/tracks/1KFN3kB4hc6r7ILpifFsqf,https://api.spotify.com/v1/audio-analysis/1KFN3kB4hc6r7ILpifFsqf,158005,4,1
Kygo,Permanent,0.642,0.639,0,-6.72,1,0.0277,0.0124,0,0.0808,0.248,108.014,audio_features,4Qn1xIiGyVv2qtMqBRU7NY,spotify:track:4Qn1xIiGyVv2qtMqBRU7NY,https://api.spotify.com/v1/tracks/4Qn1xIiGyVv2qtMqBRU7NY,https://api.spotify.com/v1/audio-analysis/4Qn1xIiGyVv2qtMqBRU7NY,228280,4,1
One Bit,Between You and Me,0.68,0.829,5,-4.452,0,0.0491,0.0377,0,0.0848,0.574,123.987,audio_features,1k0HaXwqnev6ITPjYqvtxF,spotify:track:1k0HaXwqnev6ITPjYqvtxF,https://api.spotify.com/v1/tracks/1k0HaXwqnev6ITPjYqvtxF,https://api.spotify.com/v1/audio-analysis/1k0HaXwqnev6ITPjYqvtxF,211441,4,1
Peter Gabriel,Here Comes the Flood,0.503,0.322,1,-10.108,0,0.0306,0.485,1.05e-05,0.0979,0.101,128.893,audio_features,4bZN8gltd1rv0zZJ5iIScm,spotify:track:4bZN8gltd1rv0zZJ5iIScm,https://api.spotify.com/v1/tracks/4bZN8gltd1rv0zZJ5iIScm,https://api.spotify.com/v1/audio-analysis/4bZN8gltd1rv0zZJ5iIScm,339000,4,0
Life of Dillon,American Girl,0.718,0.709,0,-3.538,1,0.0515,0.369,0,0.0995,0.806,97.922,audio_features,3lzv9iNX6RVtyI2VKLpNaW,spotify:track:3lzv9iNX6RVtyI2VKLpNaW,https://api.spotify.com/v1/tracks/3lzv9iNX6RVtyI2VKLpNaW,https://api.spotify.com/v1/audio-analysis/3lzv9iNX6RVtyI2VKLpNaW,168222,4,1
Sam Smith,Have Yourself A Merry Little Christmas,0.426,0.177,5,-9.429,1,0.0436,0.954,0,0.317,0.317,133.483,audio_features,7Hz6LLOVxrojLPIHJJ1S0E,spotify:track:7Hz6LLOVxrojLPIHJJ1S0E,https://api.spotify.com/v1/tracks/7Hz6LLOVxrojLPIHJJ1S0E,https://api.spotify.com/v1/audio-analysis/7Hz6LLOVxrojLPIHJJ1S0E,170964,1,1
T. Rex,Bang a Gong (Get It On) - Remastered Version,0.729,0.818,2,-9.992,1,0.0732,0.157,0.285,0.195,0.907,125.811,audio_features,6FsQrRpBLgsrFeAeiQqytm,spotify:track:6FsQrRpBLgsrFeAeiQqytm,https://api.spotify.com/v1/tracks/6FsQrRpBLgsrFeAeiQqytm,https://api.spotify.com/v1/audio-analysis/6FsQrRpBLgsrFeAeiQqytm,267000,4,1
Al Green,Feels Like Christmas,0.853,0.32,9,-13.911,1,0.0374,0.0279,0.00277,0.0887,0.906,112.775,audio_features,5xqrelcpvbCuN6GBgR1mDH,spotify:track:5xqrelcpvbCuN6GBgR1mDH,https://api.spotify.com/v1/tracks/5xqrelcpvbCuN6GBgR1mDH,https://api.spotify.com/v1/audio-analysis/5xqrelcpvbCuN6GBgR1mDH,195213,4,1
Lena Horne,The Little Drummer Boy,0.679,0.101,8,-24.354,1,0.0787,0.906,0.0424,0.0634,0.218,113.96,audio_features,7L5GtjbsgGlIGer94spcIZ,spotify:track:7L5GtjbsgGlIGer94spcIZ,https://api.spotify.com/v1/tracks/7L5GtjbsgGlIGer94spcIZ,https://api.spotify.com/v1/audio-analysis/7L5GtjbsgGlIGer94spcIZ,195427,4,1
Indian Summer,Love Like This (feat. Lastlings),0.533,0.686,9,-4.003,0,0.0633,0.0775,0.00051,0.0479,0.516,100.074,audio_features,6Pk8pHuiJ6gHpfjb8Z11qG,spotify:track:6Pk8pHuiJ6gHpfjb8Z11qG,https://api.spotify.com/v1/tracks/6Pk8pHuiJ6gHpfjb8Z11qG,https://api.spotify.com/v1/audio-analysis/6Pk8pHuiJ6gHpfjb8Z11qG,253051,4,1
B.o.B,Nothin' On You (feat. Bruno Mars),0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,audio_features,59dLtGBS26x7kc0rHbaPrq,spotify:track:59dLtGBS26x7kc0rHbaPrq,https://api.spotify.com/v1/tracks/59dLtGBS26x7kc0rHbaPrq,https://api.spotify.com/v1/audio-analysis/59dLtGBS26x7kc0rHbaPrq,268320,4,1
George Michael,Flawless (Go to the City),0.714,0.877,7,-6.374,1,0.0648,0.00479,0.00205,0.25,0.762,124.907,audio_features,1tkoGyeRiOqSoVoNAfbRqr,spotify:track:1tkoGyeRiOqSoVoNAfbRqr,https://api.spotify.com/v1/tracks/1tkoGyeRiOqSoVoNAfbRqr,https://api.spotify.com/v1/audio-analysis/1tkoGyeRiOqSoVoNAfbRqr,412347,4,1
Thelonious Monk Septet,Abide With Me,0.331,0.00136,3,-21.291,1,0.0612,0.948,0.903,0.119,0.601,78.829,audio_features,3jyf6lnLOgJERToaoUgXHs,spotify:track:3jyf6lnLOgJERToaoUgXHs,https://api.spotify.com/v1/tracks/3jyf6lnLOgJERToaoUgXHs,https://api.spotify.com/v1/audio-analysis/3jyf6lnLOgJERToaoUgXHs,55200,3,1
Lykke Li,I Follow Rivers - The Magician Remix,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,audio_features,4Jv7lweGIUOFQ7Oq2AtAh9,spotify:track:4Jv7lweGIUOFQ7Oq2AtAh9,https://api.spotify.com/v1/tracks/4Jv7lweGIUOFQ7Oq2AtAh9,https://api.spotify.com/v1/audio-analysis/4Jv7lweGIUOFQ7Oq2AtAh9,280070,4,1
Macklemore & Ryan Lewis,Same Love (feat. Mary Lambert),0.56,0.475,8,-9.05,1,0.173,0.718,2.18e-05,0.0994,0.308,84.899,audio_features,6IFa4RUo2iM5L33Hkx82lr,spotify:track:6IFa4RUo2iM5L33Hkx82lr,https://api.spotify.com/v1/tracks/6IFa4RUo2iM5L33Hkx82lr,https://api.spotify.com/v1/audio-analysis/6IFa4RUo2iM5L33Hkx82lr,320035,4,0
My Birthday,Happy Birthday (RYAN),0.562,0.907,2,-5.762,1,0.0423,0.0411,0,0.358,0.868,167.975,audio_features,3HEXKJVZaw95GHOs2kpsTh,spotify:track:3HEXKJVZaw95GHOs2kpsTh,https://api.spotify.com/v1/tracks/3HEXKJVZaw95GHOs2kpsTh,https://api.spotify.com/v1/audio-analysis/3HEXKJVZaw95GHOs2kpsTh,178050,4,1
Party Animals,Have You Ever Been Mellow,0.602,0.955,11,-4.338,1,0.0517,0.197,0.9,0.25,0.568,171.579,audio_features,75CLNW6Goi8LZ6rYGDmfHS,spotify:track:75CLNW6Goi8LZ6rYGDmfHS,https://api.spotify.com/v1/tracks/75CLNW6Goi8LZ6rYGDmfHS,https://api.spotify.com/v1/audio-analysis/75CLNW6Goi8LZ6rYGDmfHS,188003,4,1
DJ Snake,Let Me Love You,0.652,0.713,8,-5.311,1,0.0368,0.0771,1.02e-05,0.144,0.152,100.023,audio_features,0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947,4,1
Sydney Youngblood,If Only I Could,0.828,0.892,11,-13.015,1,0.058,0.145,0.00129,0.057,0.964,120.471,audio_features,2ZtW3QiRb7onIn7oIKAwz0,spotify:track:2ZtW3QiRb7onIn7oIKAwz0,https://api.spotify.com/v1/tracks/2ZtW3QiRb7onIn7oIKAwz0,https://api.spotify.com/v1/audio-analysis/2ZtW3QiRb7onIn7oIKAwz0,213160,4,1
"Earth, Wind & Fire",September,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,audio_features,3wpLkju0bJy89kjgdRys0j,spotify:track:3wpLkju0bJy89kjgdRys0j,https://api.spotify.com/v1/tracks/3wpLkju0bJy89kjgdRys0j,https://api.spotify.com/v1/audio-analysis/3wpLkju0bJy89kjgdRys0j,215080,4,1
ËMMË,Outside,0.592,0.777,0,-4.982,1,0.0412,0.145,5.43e-05,0.117,0.267,143.903,audio_features,7ipmR7sCMFmzCrCQH3rHoa,spotify:track:7ipmR7sCMFmzCrCQH3rHoa,https://api.spotify.com/v1/tracks/7ipmR7sCMFmzCrCQH3rHoa,https://api.spotify.com/v1/audio-analysis/7ipmR7sCMFmzCrCQH3rHoa,192362,4,1
A$AP Twelvyy,Brothers,0.584,0.485,4,-10.112,0,0.445,0.686,5.88e-05,0.145,0.159,169.958,audio_features,4zh5t0dDiQAL4lT4ubSkOZ,spotify:track:4zh5t0dDiQAL4lT4ubSkOZ,https://api.spotify.com/v1/tracks/4zh5t0dDiQAL4lT4ubSkOZ,https://api.spotify.com/v1/audio-analysis/4zh5t0dDiQAL4lT4ubSkOZ,148600,4,0
Blackbear,Something Real,0.692,0.471,8,-9.642,1,0.0421,0.0128,0,0.171,0.592,125.032,audio_features,7uL1i1AYIg4gDq5tmPl32P,spotify:track:7uL1i1AYIg4gDq5tmPl32P,https://api.spotify.com/v1/tracks/7uL1i1AYIg4gDq5tmPl32P,https://api.spotify.com/v1/audio-analysis/7uL1i1AYIg4gDq5tmPl32P,170880,4,0
Angus & Julia Stone,Chateau - ARTY Remix,0.552,0.821,5,-4.241,1,0.026,0.036,0.0851,0.0618,0.401,126.954,audio_features,1D8883ZcorW3B2x8HDnrb4,spotify:track:1D8883ZcorW3B2x8HDnrb4,https://api.spotify.com/v1/tracks/1D8883ZcorW3B2x8HDnrb4,https://api.spotify.com/v1/audio-analysis/1D8883ZcorW3B2x8HDnrb4,227244,4,1
Elliott Smith,The Biggest Lie,0.543,0.158,5,-16.026,1,0.0357,0.515,6.64e-05,0.123,0.293,150.375,audio_features,7JXtK6CkiKwH8KlIcUpotX,spotify:track:7JXtK6CkiKwH8KlIcUpotX,https://api.spotify.com/v1/tracks/7JXtK6CkiKwH8KlIcUpotX,https://api.spotify.com/v1/audio-analysis/7JXtK6CkiKwH8KlIcUpotX,159747,4,0
Felix Jaehn,Keep Your Head Up,0.847,0.839,9,-4.482,0,0.0487,0.0539,2.27e-06,0.102,0.81,120.02,audio_features,5gFRycirBfOimkCnBEs6Vb,spotify:track:5gFRycirBfOimkCnBEs6Vb,https://api.spotify.com/v1/tracks/5gFRycirBfOimkCnBEs6Vb,https://api.spotify.com/v1/audio-analysis/5gFRycirBfOimkCnBEs6Vb,180613,4,1
50 Cent,Follow Me Gangster - Cradle 2 The Grave Sdtk Version,0.583,0.858,1,-5.286,0,0.377,0.0153,0.000991,0.271,0.655,175.692,audio_features,3eDHJpM8QYSonghBmCJ8Xr,spotify:track:3eDHJpM8QYSonghBmCJ8Xr,https://api.spotify.com/v1/tracks/3eDHJpM8QYSonghBmCJ8Xr,https://api.spotify.com/v1/audio-analysis/3eDHJpM8QYSonghBmCJ8Xr,211360,4,1
Kurt Atterberg,"Suite No. 7, Op. 29: III. Grazioso",0.356,0.0384,9,-23.025,1,0.0395,0.316,0.373,0.0627,0.195,107.064,audio_features,5RotOe0egAR9D4NeWAN6Lw,spotify:track:5RotOe0egAR9D4NeWAN6Lw,https://api.spotify.com/v1/tracks/5RotOe0egAR9D4NeWAN6Lw,https://api.spotify.com/v1/audio-analysis/5RotOe0egAR9D4NeWAN6Lw,94267,4,1
