artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
"Earth, Wind & Fire",In the Stone,0.669,0.661,4,-10.346,1,0.0486,0.0976,0.000954,0.0847,0.708,114.573,audio_features,6E221BsliuEnX39xvY8STE,spotify:track:6E221BsliuEnX39xvY8STE,https://api.spotify.com/v1/tracks/6E221BsliuEnX39xvY8STE,https://api.spotify.com/v1/audio-analysis/6E221BsliuEnX39xvY8STE,288333,4,1
NONONO,Friends,0.588,0.891,6,-5.392,0,0.0311,0.00946,0.000832,0.323,0.672,150.015,audio_features,0sosuiuhSF3Az6fNPdhPDv,spotify:track:0sosuiuhSF3Az6fNPdhPDv,https://api.spotify.com/v1/tracks/0sosuiuhSF3Az6fNPdhPDv,https://api.spotify.com/v1/audio-analysis/0sosuiuhSF3Az6fNPdhPDv,204041,4,1
Elliott Smith,Single File,0.615,0.299,3,-14.674,0,0.0393,0.11,6.76e-06,0.135,0.466,111.704,audio_features,5Jwt5a5QZgUGiRo4AjxlWN,spotify:track:5Jwt5a5QZgUGiRo4AjxlWN,https://api.spotify.com/v1/tracks/5Jwt5a5QZgUGiRo4AjxlWN,https://api.spotify.com/v1/audio-analysis/5Jwt5a5QZgUGiRo4AjxlWN,146453,4,0
Ella Fitzgerald,Santa Claus Is Coming To Town,0.455,0.542,8,-6.678,1,0.188,0.812,0,0.145,0.863,160.799,audio_features,6zbaHDhzlbQClkIpbNt5sO,spotify:track:6zbaHDhzlbQClkIpbNt5sO,https://api.spotify.com/v1/tracks/6zbaHDhzlbQClkIpbNt5sO,https://api.spotify.com/v1/audio-analysis/6zbaHDhzlbQClkIpbNt5sO,138307,4,1
The Ataris,The Saddest Song,0.43,0.854,10,-4.511,1,0.0417,0.0048,0,0.188,0.462,135.951,audio_features,1wPnz4i26q2CM0hCiLMYt3,spotify:track:1wPnz4i26q2CM0hCiLMYt3,https://api.spotify.com/v1/tracks/1wPnz4i26q2CM0hCiLMYt3,https://api.spotify.com/v1/audio-analysis/1wPnz4i26q2CM0hCiLMYt3,255373,4,0
Michael Bolton,How Am I Supposed to Live Without You,0.541,0.44,10,-12.206,1,0.031,0.191,0,0.114,0.232,140.273,audio_features,3RMeOetCdXttthQK0clPuz,spotify:track:3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/tracks/3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/audio-analysis/3RMeOetCdXttthQK0clPuz,255667,4,0
Zac Brown Band,Jump Right In,0.697,0.82,1,-5.108,1,0.0575,0.0888,0,0.143,0.655,104.022,audio_features,6yIMatK8OCXC3GuIlwHxuM,spotify:track:6yIMatK8OCXC3GuIlwHxuM,https://api.spotify.com/v1/tracks/6yIMatK8OCXC3GuIlwHxuM,https://api.spotify.com/v1/audio-analysis/6yIMatK8OCXC3GuIlwHxuM,180813,4,1
Moby,Go,0.608,0.655,0,-12.726,1,0.0466,0.000132,0.923,0.086,0.723,134.019,audio_features,17S1sN6CqBLcPukn1QJxJx,spotify:track:17S1sN6CqBLcPukn1QJxJx,https://api.spotify.com/v1/tracks/17S1sN6CqBLcPukn1QJxJx,https://api.spotify.com/v1/audio-analysis/17S1sN6CqBLcPukn1QJxJx,240067,4,1
My Birthday,Happy Birthday (SAMUEL),0.555,0.901,2,-5.608,1,0.0429,0.0356,0,0.358,0.883,167.994,audio_features,1wy9hcQ37BvkGmNYoqmOW3,spotify:track:1wy9hcQ37BvkGmNYoqmOW3,https://api.spotify.com/v1/tracks/1wy9hcQ37BvkGmNYoqmOW3,https://api.spotify.com/v1/audio-analysis/1wy9hcQ37BvkGmNYoqmOW3,178050,4,1
The Motels,Only The Lonely,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,audio_features,1BZMMt9H0TheQGWQy44KmO,spotify:track:1BZMMt9H0TheQGWQy44KmO,https://api.spotify.com/v1/tracks/1BZMMt9H0TheQGWQy44KmO,https://api.spotify.com/v1/audio-analysis/1BZMMt9H0TheQGWQy44KmO,196200,4,0
The Hives,Hate To Say I Told You So,0.447,0.9,5,-6.741,1,0.0578,0.00114,0.00596,0.47,0.39,135.861,audio_features,0dcJ1SsbTmAvC3ZVvUYMIy,spotify:track:0dcJ1SsbTmAvC3ZVvUYMIy,https://api.spotify.com/v1/tracks/0dcJ1SsbTmAvC3ZVvUYMIy,https://api.spotify.com/v1/audio-analysis/0dcJ1SsbTmAvC3ZVvUYMIy,199733,4,1
Bob Dylan,"Don't Think Twice, It's Alright",0.764,0.422,10,-11.474,1,0.0361,0.692,0,0.129,0.765,89.917,audio_features,4zPwfUr5c9PGlpd8d8bmoG,spotify:track:4zPwfUr5c9PGlpd8d8bmoG,https://api.spotify.com/v1/tracks/4zPwfUr5c9PGlpd8d8bmoG,https://api.spotify.com/v1/audio-analysis/4zPwfUr5c9PGlpd8d8bmoG,179733,4,0
Glee Cast,"Baby, It's Cold Outside (Glee Cast Version) (feat. Darren Criss)",0.52,0.271,8,-9.806,1,0.0299,0.618,0,0.109,0.509,110.789,audio_features,2n5mRwXzw54S9LVuT9TNYZ,spotify:track:2n5mRwXzw54S9LVuT9TNYZ,https://api.spotify.com/v1/tracks/2n5mRwXzw54S9LVuT9TNYZ,https://api.spotify.com/v1/audio-analysis/2n5mRwXzw54S9LVuT9TNYZ,166547,4,1
Parra for Cuva,Wicked Games - Radio Edit,0.801,0.641,11,-8.584,1,0.0455,0.0667,0.0244,0.172,0.701,124.979,audio_features,3AchVMlCSZhA3hMKkG7Kpe,spotify:track:3AchVMlCSZhA3hMKkG7Kpe,https://api.spotify.com/v1/tracks/3AchVMlCSZhA3hMKkG7Kpe,https://api.spotify.com/v1/audio-analysis/3AchVMlCSZhA3hMKkG7Kpe,195210,4,1
Train,"Hey, Soul Sister",0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.768,97.03,audio_features,0KpfYajJVVGgQ32Dby7e9i,spotify:track:0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i,216667,4,1
Coldplay,Princess of China,0.425,0.69,0,-6.221,1,0.0351,0.00385,0.0154,0.287,0.233,84.99,audio_features,4HXOBjwv2RnLpGG4xWOO6N,spotify:track:4HXOBjwv2RnLpGG4xWOO6N,https://api.spotify.com/v1/tracks/4HXOBjwv2RnLpGG4xWOO6N,https://api.spotify.com/v1/audio-analysis/4HXOBjwv2RnLpGG4xWOO6N,239216,4,1
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,audio_features,5CLGzJsGqhCEECcpnFQA8x,spotify:track:5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x,210773,4,1
Bob Marley & The Wailers,Three Little Birds,0.807,0.487,9,-10.456,1,0.0758,0.0102,1.98e-06,0.0501,0.651,148.491,audio_features,1P49MJhU5vzttesFxw3dOM,spotify:track:1P49MJhU5vzttesFxw3dOM,https://api.spotify.com/v1/tracks/1P49MJhU5vzttesFxw3dOM,https://api.spotify.com/v1/audio-analysis/1P49MJhU5vzttesFxw3dOM,180267,4,1
Ed Sheeran,Don't - Don Diablo Remix,0.69,0.948,5,-2.587,0,0.0361,0.0112,0.148,0.275,0.378,125.99,audio_features,2B7YyjVl7dmgvnOhdZefqV,spotify:track:2B7YyjVl7dmgvnOhdZefqV,https://api.spotify.com/v1/tracks/2B7YyjVl7dmgvnOhdZefqV,https://api.spotify.com/v1/audio-analysis/2B7YyjVl7dmgvnOhdZefqV,249737,4,1
Francis Poulenc,"Concerto for Organ, Strings & Timpani in G Minor, FP 93: II. Allegro giocoso",0.348,0.101,7,-21.704,1,0.0331,0.687,0.947,0.649,0.148,88.696,audio_features,6qqPiNHAxn9v9N62XTmmNm,spotify:track:6qqPiNHAxn9v9N62XTmmNm,https://api.spotify.com/v1/tracks/6qqPiNHAxn9v9N62XTmmNm,https://api.spotify.com/v1/audio-analysis/6qqPiNHAxn9v9N62XTmmNm,124787,4,1
Glee Cast,The Most Wonderful Day of the Year (Glee Cast Version),0.341,0.371,3,-8.432,1,0.0329,0.598,0,0.135,0.724,202.062,audio_features,3od2PZpwpnvQjBEDYeBJxC,spotify:track:3od2PZpwpnvQjBEDYeBJxC,https://api.spotify.com/v1/tracks/3od2PZpwpnvQjBEDYeBJxC,https://api.spotify.com/v1/audio-analysis/3od2PZpwpnvQjBEDYeBJxC,120987,3,1
Martin Garrix,Dreamer,0.532,0.639,5,-7.419,0,0.0388,0.0507,0.00131,0.106,0.198,105.0,audio_features,0wUxh6XMc698xPCfgBaPRV,spotify:track:0wUxh6XMc698xPCfgBaPRV,https://api.spotify.com/v1/tracks/0wUxh6XMc698xPCfgBaPRV,https://api.spotify.com/v1/audio-analysis/0wUxh6XMc698xPCfgBaPRV,193399,4,1
Captain Hollywood Project,Flying High - Single Mix,0.574,0.884,10,-7.979,0,0.0466,0.00332,0.0156,0.352,0.751,150.061,audio_features,2i0Uss3o7v3dHhEOnbtygh,spotify:track:2i0Uss3o7v3dHhEOnbtygh,https://api.spotify.com/v1/tracks/2i0Uss3o7v3dHhEOnbtygh,https://api.spotify.com/v1/audio-analysis/2i0Uss3o7v3dHhEOnbtygh,225667,4,1
KISS,I Was Made For Lovin' You,0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-05,0.0723,0.867,128.374,audio_features,2ZSCy3P1QzpJySCWA6NRIU,spotify:track:2ZSCy3P1QzpJySCWA6NRIU,https://api.spotify.com/v1/tracks/2ZSCy3P1QzpJySCWA6NRIU,https://api.spotify.com/v1/audio-analysis/2ZSCy3P1QzpJySCWA6NRIU,271240,4,1
Hozier,Jackie and Wilson,0.555,0.727,6,-4.202,1,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142,audio_features,0PywzrV955BnXDC8FHAf0n,spotify:track:0PywzrV955BnXDC8FHAf0n,https://api.spotify.com/v1/tracks/0PywzrV955BnXDC8FHAf0n,https://api.spotify.com/v1/audio-analysis/0PywzrV955BnXDC8FHAf0n,223120,4,1
Sara Bareilles,Love Song,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.052,audio_features,4E6cwWJWZw2zWf7VFbH7wf,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/tracks/4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/audio-analysis/4E6cwWJWZw2zWf7VFbH7wf,258827,4,1
Richard Walters,This Fire,0.326,0.283,2,-8.718,1,0.0361,0.774,0.00658,0.217,0.153,136.218,audio_features,4L38PDowEFkcn4IYhx8tdY,spotify:track:4L38PDowEFkcn4IYhx8tdY,https://api.spotify.com/v1/tracks/4L38PDowEFkcn4IYhx8tdY,https://api.spotify.com/v1/audio-analysis/4L38PDowEFkcn4IYhx8tdY,184348,4,0
S3RL,All That I Need (feat. Kayliana & MC Riddle),0.581,0.949,9,-3.717,1,0.159,0.000766,0,0.894,0.73,174.99,audio_features,3jS6gkxBHMO0J3aZiFTsjv,spotify:track:3jS6gkxBHMO0J3aZiFTsjv,https://api.spotify.com/v1/tracks/3jS6gkxBHMO0J3aZiFTsjv,https://api.spotify.com/v1/audio-analysis/3jS6gkxBHMO0J3aZiFTsjv,186481,4,1
Paul Dukas,L'apprenti sorcier,0.371,0.288,1,-20.31,1,0.0664,0.867,0.713,0.0936,0.144,117.152,audio_features,0NCxdUondB2MFfyOVZQ2cg,spotify:track:0NCxdUondB2MFfyOVZQ2cg,https://api.spotify.com/v1/tracks/0NCxdUondB2MFfyOVZQ2cg,https://api.spotify.com/v1/audio-analysis/0NCxdUondB2MFfyOVZQ2cg,650107,4,1
Hozier,Someone New,0.443,0.533,7,-5.956,1,0.0473,0.429,3.66e-06,0.332,0.596,183.791,audio_features,0efT4YKQLQx2YHbp6vgRX8,spotify:track:0efT4YKQLQx2YHbp6vgRX8,https://api.spotify.com/v1/tracks/0efT4YKQLQx2YHbp6vgRX8,https://api.spotify.com/v1/audio-analysis/0efT4YKQLQx2YHbp6vgRX8,222813,4,1
Tori Amos,Strange,0.426,0.181,11,-15.667,1,0.0325,0.981,0.183,0.108,0.175,109.509,audio_features,5RCnDm5q0eZpURO4gUrtRr,spotify:track:5RCnDm5q0eZpURO4gUrtRr,https://api.spotify.com/v1/tracks/5RCnDm5q0eZpURO4gUrtRr,https://api.spotify.com/v1/audio-analysis/5RCnDm5q0eZpURO4gUrtRr,260627,3,0
Linkin Park,One Step Closer,0.496,0.98,9,-4.156,1,0.048,0.00368,1.15e-06,0.105,0.469,95.165,audio_features,4LazEhiWM9IUu6aBeL7524,spotify:track:4LazEhiWM9IUu6aBeL7524,https://api.spotify.com/v1/tracks/4LazEhiWM9IUu6aBeL7524,https://api.spotify.com/v1/audio-analysis/4LazEhiWM9IUu6aBeL7524,155693,4,1
David Geddes,Run Joey Run,0.41,0.475,10,-10.635,1,0.056,0.605,0,0.123,0.356,147.113,audio_features,1g2nJvSNGFj145mRiT6usx,spotify:track:1g2nJvSNGFj145mRiT6usx,https://api.spotify.com/v1/tracks/1g2nJvSNGFj145mRiT6usx,https://api.spotify.com/v1/audio-analysis/1g2nJvSNGFj145mRiT6usx,175760,4,0
OMI,Cheerleader (Felix Jaehn Remix) - Radio Edit,0.782,0.685,4,-6.22,1,0.0309,0.166,1.18e-05,0.126,0.603,118.013,audio_features,2aw2l6xDA6uY6Run7gpwBz,spotify:track:2aw2l6xDA6uY6Run7gpwBz,https://api.spotify.com/v1/tracks/2aw2l6xDA6uY6Run7gpwBz,https://api.spotify.com/v1/audio-analysis/2aw2l6xDA6uY6Run7gpwBz,180534,4,1
Elton John,Goodbye Yellow Brick Road,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,audio_features,0dBatXn1vVUl0jLgXRClwD,spotify:track:0dBatXn1vVUl0jLgXRClwD,https://api.spotify.com/v1/tracks/0dBatXn1vVUl0jLgXRClwD,https://api.spotify.com/v1/audio-analysis/0dBatXn1vVUl0jLgXRClwD,322549,4,0
DJ RusLan,Birthday Sex (Remix),0.636,0.705,0,-8.442,1,0.0811,0.334,0.211,0.0816,0.436,113.114,audio_features,5X8Snf3hy3DbeGtWIB1Y8S,spotify:track:5X8Snf3hy3DbeGtWIB1Y8S,https://api.spotify.com/v1/tracks/5X8Snf3hy3DbeGtWIB1Y8S,https://api.spotify.com/v1/audio-analysis/5X8Snf3hy3DbeGtWIB1Y8S,288459,4,1
James Brown,I Got You (I Feel Good),0.573,0.592,7,-6.724,1,0.13,0.44,4.17e-06,0.0956,0.707,144.408,audio_features,3ASrlku9X40moDdtdoPDqb,spotify:track:3ASrlku9X40moDdtdoPDqb,https://api.spotify.com/v1/tracks/3ASrlku9X40moDdtdoPDqb,https://api.spotify.com/v1/audio-analysis/3ASrlku9X40moDdtdoPDqb,167347,5,1
Busted,Without It,0.672,0.859,7,-4.545,0,0.0334,0.0197,0.000529,0.106,0.675,120.003,audio_features,1mz5XYTH3FMiQsHqHUTOhB,spotify:track:1mz5XYTH3FMiQsHqHUTOhB,https://api.spotify.com/v1/tracks/1mz5XYTH3FMiQsHqHUTOhB,https://api.spotify.com/v1/audio-analysis/1mz5XYTH3FMiQsHqHUTOhB,282720,4,1
The Weeknd,Can't Feel My Face,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4,1
Oli Fox,The Worrying,0.692,0.459,8,-8.042,0,0.112,0.375,0,0.205,0.398,137.987,audio_features,3aCaXpvZDTXDgJtScOiPxv,spotify:track:3aCaXpvZDTXDgJtScOiPxv,https://api.spotify.com/v1/tracks/3aCaXpvZDTXDgJtScOiPxv,https://api.spotify.com/v1/audio-analysis/3aCaXpvZDTXDgJtScOiPxv,193116,4,0
Sugarland,Stay,0.549,0.284,4,-8.383,1,0.0388,0.774,0,0.105,0.389,135.632,audio_features,0jn2XqaHliEpWd04ZykIHy,spotify:track:0jn2XqaHliEpWd04ZykIHy,https://api.spotify.com/v1/tracks/0jn2XqaHliEpWd04ZykIHy,https://api.spotify.com/v1/audio-analysis/0jn2XqaHliEpWd04ZykIHy,284427,4,0
ABBA,"Money, Money, Money",0.756,0.741,9,-6.426,0,0.0364,0.43,0.00113,0.0807,0.691,120.445,audio_features,72FUO1NFsAUYCMEk7ZL3mL,spotify:track:72FUO1NFsAUYCMEk7ZL3mL,https://api.spotify.com/v1/tracks/72FUO1NFsAUYCMEk7ZL3mL,https://api.spotify.com/v1/audio-analysis/72FUO1NFsAUYCMEk7ZL3mL,186787,4,1
Chuck Berry,Johnny B. Goode,0.516,0.798,10,-9.049,1,0.083,0.738,0.000128,0.305,0.969,168.195,audio_features,3BUQFs6aFWh7EFNmI8bfL7,spotify:track:3BUQFs6aFWh7EFNmI8bfL7,https://api.spotify.com/v1/tracks/3BUQFs6aFWh7EFNmI8bfL7,https://api.spotify.com/v1/audio-analysis/3BUQFs6aFWh7EFNmI8bfL7,161560,4,1
Sonny Digital,Keep It Real,0.805,0.358,1,-15.408,0,0.155,0.0904,0,0.297,0.189,102.473,audio_features,4gLwhjLq5YadP9vIDOWWRk,spotify:track:4gLwhjLq5YadP9vIDOWWRk,https://api.spotify.com/v1/tracks/4gLwhjLq5YadP9vIDOWWRk,https://api.spotify.com/v1/audio-analysis/4gLwhjLq5YadP9vIDOWWRk,141845,4,1
Møme,Aloha,0.638,0.629,10,-7.491,0,0.0834,0.211,0.000653,0.164,0.337,99.973,audio_features,6HViP4DVYa8gQtxLndmhwu,spotify:track:6HViP4DVYa8gQtxLndmhwu,https://api.spotify.com/v1/tracks/6HViP4DVYa8gQtxLndmhwu,https://api.spotify.com/v1/audio-analysis/6HViP4DVYa8gQtxLndmhwu,218480,4,1
UPSAHL,The Other Team,0.75,0.606,8,-5.311,1,0.076,0.0251,3.77e-06,0.0565,0.846,119.94,audio_features,2pgJKHMlW8JkMMAciybvmN,spotify:track:2pgJKHMlW8JkMMAciybvmN,https://api.spotify.com/v1/tracks/2pgJKHMlW8JkMMAciybvmN,https://api.spotify.com/v1/audio-analysis/2pgJKHMlW8JkMMAciybvmN,171947,4,1
Jonas Brothers,Play My Music,0.467,0.87,2,-3.522,1,0.0914,0.0008,0,0.236,0.806,177.973,audio_features,3FjlBjsEgaOW0PA2dIexcu,spotify:track:3FjlBjsEgaOW0PA2dIexcu,https://api.spotify.com/v1/tracks/3FjlBjsEgaOW0PA2dIexcu,https://api.spotify.com/v1/audio-analysis/3FjlBjsEgaOW0PA2dIexcu,197333,4,1
Garth Brooks,If Tomorrow Never Comes,0.5,0.191,7,-10.396,1,0.0565,0.819,0,0.852,0.423,149.196,audio_features,7MOsr4iEUasjzY2Uiktu0m,spotify:track:7MOsr4iEUasjzY2Uiktu0m,https://api.spotify.com/v1/tracks/7MOsr4iEUasjzY2Uiktu0m,https://api.spotify.com/v1/audio-analysis/7MOsr4iEUasjzY2Uiktu0m,244413,4,0
Head Automatica,Brooklyn Is Burning,0.753,0.952,10,-3.919,0,0.079,0.0109,0,0.126,0.591,119.045,audio_features,0pufN3jW0d6cQK9R9wtiKo,spotify:track:0pufN3jW0d6cQK9R9wtiKo,https://api.spotify.com/v1/tracks/0pufN3jW0d6cQK9R9wtiKo,https://api.spotify.com/v1/audio-analysis/0pufN3jW0d6cQK9R9wtiKo,234987,4,1
Jeremih,Down On Me,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,audio_features,5ZxCk43qwHrzVUahCyRLEm,spotify:track:5ZxCk43qwHrzVUahCyRLEm,https://api.spotify.com/v1/tracks/5ZxCk43qwHrzVUahCyRLEm,https://api.spotify.com/v1/audio-analysis/5ZxCk43qwHrzVUahCyRLEm,228453,4,1
The Cinematic Orchestra,To Build A Home (feat. Patrick Watson),0.264,0.128,9,-15.443,1,0.034,0.885,0.352,0.105,0.0774,148.499,audio_features,4aBi3ZJdrtLYKiMCKVvvht,spotify:track:4aBi3ZJdrtLYKiMCKVvvht,https://api.spotify.com/v1/tracks/4aBi3ZJdrtLYKiMCKVvvht,https://api.spotify.com/v1/audio-analysis/4aBi3ZJdrtLYKiMCKVvvht,370667,4,0
A R I Z O N A,Freaking Out,0.661,0.684,6,-6.611,1,0.0512,0.121,0.00503,0.157,0.371,125.06,audio_features,5boqkVlc0CWhfTjksnpc1X,spotify:track:5boqkVlc0CWhfTjksnpc1X,https://api.spotify.com/v1/tracks/5boqkVlc0CWhfTjksnpc1X,https://api.spotify.com/v1/audio-analysis/5boqkVlc0CWhfTjksnpc1X,199635,4,1
AC/DC,You Shook Me All Night Long,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4,1
The Jacksons,Enjoy Yourself,0.618,0.706,9,-6.391,0,0.197,0.101,2.57e-05,0.394,0.776,204.178,audio_features,3D97kRhZprR6RumFhDFIr4,spotify:track:3D97kRhZprR6RumFhDFIr4,https://api.spotify.com/v1/tracks/3D97kRhZprR6RumFhDFIr4,https://api.spotify.com/v1/audio-analysis/3D97kRhZprR6RumFhDFIr4,201467,4,1
Pnau,Go Bang,0.598,0.893,2,-3.072,1,0.0319,0.0714,0.0159,0.146,0.485,120.972,audio_features,2C2qFFatDW73ZOSMZASyft,spotify:track:2C2qFFatDW73ZOSMZASyft,https://api.spotify.com/v1/tracks/2C2qFFatDW73ZOSMZASyft,https://api.spotify.com/v1/audio-analysis/2C2qFFatDW73ZOSMZASyft,189093,4,1
Pnau,Changa - Blanke Remix,0.53,0.789,9,-5.546,1,0.0431,0.033,0.119,0.272,0.0654,110.086,audio_features,5TL9e2xgtvJFtNCBsq1CgX,spotify:track:5TL9e2xgtvJFtNCBsq1CgX,https://api.spotify.com/v1/tracks/5TL9e2xgtvJFtNCBsq1CgX,https://api.spotify.com/v1/audio-analysis/5TL9e2xgtvJFtNCBsq1CgX,188471,4,1
Imagine Dragons,Shots - Broiler Remix,0.735,0.784,11,-7.128,0,0.0332,0.449,0.154,0.105,0.582,120.012,audio_features,0fsEFwLSJTSHSawhe864Cp,spotify:track:0fsEFwLSJTSHSawhe864Cp,https://api.spotify.com/v1/tracks/0fsEFwLSJTSHSawhe864Cp,https://api.spotify.com/v1/audio-analysis/0fsEFwLSJTSHSawhe864Cp,191000,4,1
Fantasy Project feat. NDA,Way Of Life - Nightcore Single Mix,0.639,0.954,3,-5.477,0,0.0972,0.104,0.217,0.0795,0.722,174.81,audio_features,3AxmG9aUIVUjCOryrYwlOZ,spotify:track:3AxmG9aUIVUjCOryrYwlOZ,https://api.spotify.com/v1/tracks/3AxmG9aUIVUjCOryrYwlOZ,https://api.spotify.com/v1/audio-analysis/3AxmG9aUIVUjCOryrYwlOZ,172738,4,1
Supergrass,Pumping On Your Stereo,0.438,0.904,2,-4.789,1,0.0778,0.011,0.0879,0.835,0.238,131.957,audio_features,4pCfNA9bjI3pccG5s9fm7J,spotify:track:4pCfNA9bjI3pccG5s9fm7J,https://api.spotify.com/v1/tracks/4pCfNA9bjI3pccG5s9fm7J,https://api.spotify.com/v1/audio-analysis/4pCfNA9bjI3pccG5s9fm7J,200400,4,1
The Romantics,What I Like About You,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,audio_features,6NdcSEhpGGAYXNnnhGS2s6,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,https://api.spotify.com/v1/tracks/6NdcSEhpGGAYXNnnhGS2s6,https://api.spotify.com/v1/audio-analysis/6NdcSEhpGGAYXNnnhGS2s6,175400,4,1
Shawn Mendes,Never Be Alone,0.387,0.473,10,-6.93,1,0.0345,0.461,5.04e-05,0.0839,0.261,200.764,audio_features,4k5FaS9QHmeJNu7kDNkLnO,spotify:track:4k5FaS9QHmeJNu7kDNkLnO,https://api.spotify.com/v1/tracks/4k5FaS9QHmeJNu7kDNkLnO,https://api.spotify.com/v1/audio-analysis/4k5FaS9QHmeJNu7kDNkLnO,215840,4,0
The Wind and The Wave,Happiness Is Not A Place,0.694,0.872,10,-3.799,0,0.0297,0.00941,1.68e-05,0.0719,0.962,113.978,audio_features,1QCuVVP4KWHCjRGWTVT9mz,spotify:track:1QCuVVP4KWHCjRGWTVT9mz,https://api.spotify.com/v1/tracks/1QCuVVP4KWHCjRGWTVT9mz,https://api.spotify.com/v1/audio-analysis/1QCuVVP4KWHCjRGWTVT9mz,251000,4,1
MKTO,Classic,0.713,0.781,1,-4.859,1,0.121,0.0353,0,0.155,0.8,102.078,audio_features,5x9VIW2fS21JMswOt6AORI,spotify:track:5x9VIW2fS21JMswOt6AORI,https://api.spotify.com/v1/tracks/5x9VIW2fS21JMswOt6AORI,https://api.spotify.com/v1/audio-analysis/5x9VIW2fS21JMswOt6AORI,175333,4,1
Gucci Mane,Recently (Feat. 50 Cent),0.752,0.529,8,-7.41,1,0.179,0.0233,0,0.318,0.636,158.999,audio_features,2r3SeJAwix4YuXPioI1AJC,spotify:track:2r3SeJAwix4YuXPioI1AJC,https://api.spotify.com/v1/tracks/2r3SeJAwix4YuXPioI1AJC,https://api.spotify.com/v1/audio-analysis/2r3SeJAwix4YuXPioI1AJC,157336,4,1
Fleetwood Mac,Beautiful Child,0.645,0.18,9,-14.654,0,0.0307,0.718,0.000122,0.0642,0.154,126.106,audio_features,5sGzYNpOemzJp882jXNnRk,spotify:track:5sGzYNpOemzJp882jXNnRk,https://api.spotify.com/v1/tracks/5sGzYNpOemzJp882jXNnRk,https://api.spotify.com/v1/audio-analysis/5sGzYNpOemzJp882jXNnRk,321280,4,0
Petit Biscuit,Sunset Lover,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,audio_features,0hNduWmlWmEmuwEFcYvRu1,spotify:track:0hNduWmlWmEmuwEFcYvRu1,https://api.spotify.com/v1/tracks/0hNduWmlWmEmuwEFcYvRu1,https://api.spotify.com/v1/audio-analysis/0hNduWmlWmEmuwEFcYvRu1,237793,4,1
Little Eva,The Locomotion - 2004 Remastered Version,0.621,0.908,3,-5.391,1,0.0449,0.839,0,0.137,0.901,127.996,audio_features,2Zm6dwuCV0mK4mktMJznpZ,spotify:track:2Zm6dwuCV0mK4mktMJznpZ,https://api.spotify.com/v1/tracks/2Zm6dwuCV0mK4mktMJznpZ,https://api.spotify.com/v1/audio-analysis/2Zm6dwuCV0mK4mktMJznpZ,143413,4,1
Donald Fagen,I.G.Y.,0.834,0.559,8,-9.366,0,0.0603,0.614,0.00434,0.0839,0.874,119.422,audio_features,6bzwsAtj4TqaBysLDrGiO3,spotify:track:6bzwsAtj4TqaBysLDrGiO3,https://api.spotify.com/v1/tracks/6bzwsAtj4TqaBysLDrGiO3,https://api.spotify.com/v1/audio-analysis/6bzwsAtj4TqaBysLDrGiO3,363413,4,1
